Twitch Interactive Inc.,2.51,Cumulative Revenue
StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
HelloFresh,125,Factor_ Sponsorship
HelloFresh,-63.64,Factor_ Initial Conversion
danos.works,-702.93,Cumulative for Editing
