StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
Google LLC,0,Memberships
Google LLC,0,Advertisements
Curse LLC,8,Curse Points from Mods
Modrinth,0.44,Advertisements
Denis Afloroaiei,-450,Cumulative for Editing
derpysquiddles,-50.92,Channel Art/Assets
