StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
Google LLC,0,Memberships
Google LLC,0,Advertisements
Curse LLC,6,Curse Points from Mods
Modrinth,0.33,Advertisements
Keyframers,-450,Cumulative for Editing
Google LLC,-9.99,Storage and Workspace
Epidemic Sound,-10.99,Music and Stock SFX
derpysquiddles,-38.2,Channel Art/Assets
