Twitch Interactive Inc.,5.02,Cumulative Revenue
StreamElements Inc.,8,Merchandise Sales
StreamElements Inc.,0,Donations
The Trevor Project,-74.34,June 2022 Donation
Keyframers,-504.48,Cumulative for Editing
