StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
Google LLC,0,Memberships
Google LLC,0,Advertisements
Curse LLC,6,Curse Points from Mods
Modrinth,1.01,Advertisements
Keyframers,-450,Cumulative for Editing
derpysquiddles,-69.54,Channel Art/Assets
Google LLC,-9.99,Storage and Workspace
Artlist Ltd,-14.99,Music and Stock SFX
Microsoft Corporation,-59.98,2 copies of Minecraft
