StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
Google LLC,0,Memberships
Google LLC,0,Advertisements
Curse LLC,5,Curse Points from Mods
Modrinth,0.60,Advertisements
Keyframers,-580.41,Cumulative for Editing
Google LLC,-9.99,Storage and Workspace
Artlist Ltd,-14.99,Music and Stock SFX
