Twitch Interactive Inc.,5.53,Cumulative Revenue
StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
HelloFresh,100.56,New Subscribers Sponsorship
Denis Afloroaiei,-488.15,Cumulative for Editing
Raid: Shadow Legends,72,New Player Sponsorship
