StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
Google LLC,0,Memberships
Google LLC,0,Advertisements
Curse LLC,8,Curse Points from Mods
Modrinth,0.56,Advertisements
Keyframers,-450,Cumulative for Editing
derpysquiddles,-14.02,Channel Art/Assets
