Twitch Interactive Inc.,28.21,Cumulative Revenue
StreamElements Inc.,0,Merchandise Sales
StreamElements Inc.,0,Donations
Factor_ Sponsorship,250,$125 per conversion up to $1250
Factor_ Initial Conversion,-63.64,Amount paid for demo meal kit
Star Trek: Fleet Command Sponsorship,0,$90 per 5 plays through Level 5 with >=2 ships
The Trevor Project,-403.22,July 2022 Donation
Keyframers,-631.36,Cumulative for Editing
